1	0.00000000	0.00000000
2	0.05000000	0.00000000
3	0.10000000	0.00000000
4	0.15000000	0.00000000
5	0.20000000	0.00000000
6	0.25000000	0.00000000
7	0.30000000	0.00000000
8	0.35000000	0.00000000
9	0.40000000	0.00000000
10	0.45000000	0.00000000
11	0.50000000	0.00000000
12	0.55000000	0.00000000
13	0.60000000	0.00000000
14	0.65000000	0.00000000
15	0.70000000	0.00000000
16	0.75000000	0.00000000
17	0.80000000	0.00000000
18	0.85000000	0.00000000
19	0.90000000	0.00000000
20	0.95000000	0.00000000
21	1.00000000	0.00000000
22	0.00000000	0.05000000
23	0.05000000	0.05000000
24	0.10000000	0.05000000
25	0.15000000	0.05000000
26	0.20000000	0.05000000
27	0.25000000	0.05000000
28	0.30000000	0.05000000
29	0.35000000	0.05000000
30	0.40000000	0.05000000
31	0.45000000	0.05000000
32	0.50000000	0.05000000
33	0.55000000	0.05000000
34	0.60000000	0.05000000
35	0.65000000	0.05000000
36	0.70000000	0.05000000
37	0.75000000	0.05000000
38	0.80000000	0.05000000
39	0.85000000	0.05000000
40	0.90000000	0.05000000
41	0.95000000	0.05000000
42	1.00000000	0.05000000
43	0.00000000	0.10000000
44	0.05000000	0.10000000
45	0.10000000	0.10000000
46	0.15000000	0.10000000
47	0.20000000	0.10000000
48	0.25000000	0.10000000
49	0.30000000	0.10000000
50	0.35000000	0.10000000
51	0.40000000	0.10000000
52	0.45000000	0.10000000
53	0.50000000	0.10000000
54	0.55000000	0.10000000
55	0.60000000	0.10000000
56	0.65000000	0.10000000
57	0.70000000	0.10000000
58	0.75000000	0.10000000
59	0.80000000	0.10000000
60	0.85000000	0.10000000
61	0.90000000	0.10000000
62	0.95000000	0.10000000
63	1.00000000	0.10000000
64	0.00000000	0.15000000
65	0.05000000	0.15000000
66	0.10000000	0.15000000
67	0.15000000	0.15000000
68	0.20000000	0.15000000
69	0.25000000	0.15000000
70	0.30000000	0.15000000
71	0.35000000	0.15000000
72	0.40000000	0.15000000
73	0.45000000	0.15000000
74	0.50000000	0.15000000
75	0.55000000	0.15000000
76	0.60000000	0.15000000
77	0.65000000	0.15000000
78	0.70000000	0.15000000
79	0.75000000	0.15000000
80	0.80000000	0.15000000
81	0.85000000	0.15000000
82	0.90000000	0.15000000
83	0.95000000	0.15000000
84	1.00000000	0.15000000
85	0.00000000	0.20000000
86	0.05000000	0.20000000
87	0.10000000	0.20000000
88	0.15000000	0.20000000
89	0.20000000	0.20000000
90	0.25000000	0.20000000
91	0.30000000	0.20000000
92	0.35000000	0.20000000
93	0.40000000	0.20000000
94	0.45000000	0.20000000
95	0.50000000	0.20000000
96	0.55000000	0.20000000
97	0.60000000	0.20000000
98	0.65000000	0.20000000
99	0.70000000	0.20000000
100	0.75000000	0.20000000
101	0.80000000	0.20000000
102	0.85000000	0.20000000
103	0.90000000	0.20000000
104	0.95000000	0.20000000
105	1.00000000	0.20000000
106	0.00000000	0.25000000
107	0.05000000	0.25000000
108	0.10000000	0.25000000
109	0.15000000	0.25000000
110	0.20000000	0.25000000
111	0.25000000	0.25000000
112	0.30000000	0.25000000
113	0.35000000	0.25000000
114	0.40000000	0.25000000
115	0.45000000	0.25000000
116	0.50000000	0.25000000
117	0.55000000	0.25000000
118	0.60000000	0.25000000
119	0.65000000	0.25000000
120	0.70000000	0.25000000
121	0.75000000	0.25000000
122	0.80000000	0.25000000
123	0.85000000	0.25000000
124	0.90000000	0.25000000
125	0.95000000	0.25000000
126	1.00000000	0.25000000
127	0.00000000	0.30000000
128	0.05000000	0.30000000
129	0.10000000	0.30000000
130	0.15000000	0.30000000
131	0.20000000	0.30000000
132	0.25000000	0.30000000
133	0.30000000	0.30000000
134	0.35000000	0.30000000
135	0.40000000	0.30000000
136	0.45000000	0.30000000
137	0.50000000	0.30000000
138	0.55000000	0.30000000
139	0.60000000	0.30000000
140	0.65000000	0.30000000
141	0.70000000	0.30000000
142	0.75000000	0.30000000
143	0.80000000	0.30000000
144	0.85000000	0.30000000
145	0.90000000	0.30000000
146	0.95000000	0.30000000
147	1.00000000	0.30000000
148	0.00000000	0.35000000
149	0.05000000	0.35000000
150	0.10000000	0.35000000
151	0.15000000	0.35000000
152	0.20000000	0.35000000
153	0.25000000	0.35000000
154	0.30000000	0.35000000
155	0.35000000	0.35000000
156	0.40000000	0.35000000
157	0.45000000	0.35000000
158	0.50000000	0.35000000
159	0.55000000	0.35000000
160	0.60000000	0.35000000
161	0.65000000	0.35000000
162	0.70000000	0.35000000
